Zone Name,Colony Name,Street No,Street Name,Node No,Node ID,X Coordinate (m),Y Coordinate (m),Connection Type,Connected To Zone,Connected To Colony,Connected To Street,Connected To Street No,Connected To Node No,Connected Node ID,Connected Node X (m),Connected Node Y (m),Edge Weight (m)
zone1,gulberg-T1,5,gulberg-T1 - Street 5,1,zone1_gulberg-T1_S5_N1,-2514,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,1,zone1_gulberg-T1_S6_N1,-2514,1074,40
zone1,gulberg-T1,5,gulberg-T1 - Street 5,2,zone1_gulberg-T1_S5_N2,-2491,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,1,zone1_gulberg-T1_S5_N1,-2514,1114,23
zone1,gulberg-T1,5,gulberg-T1 - Street 5,2,zone1_gulberg-T1_S5_N2,-2491,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,3,zone1_gulberg-T1_S5_N3,-2469,1114,22
zone1,gulberg-T1,5,gulberg-T1 - Street 5,2,zone1_gulberg-T1_S5_N2,-2491,1114,Street Edge,No Zone,None,None,0,849,Free_N849,-2491,1134,20
zone1,gulberg-T1,5,gulberg-T1 - Street 5,3,zone1_gulberg-T1_S5_N3,-2469,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,2,zone1_gulberg-T1_S5_N2,-2491,1114,22
zone1,gulberg-T1,5,gulberg-T1 - Street 5,3,zone1_gulberg-T1_S5_N3,-2469,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,4,zone1_gulberg-T1_S5_N4,-2447,1114,22
zone1,gulberg-T1,5,gulberg-T1 - Street 5,3,zone1_gulberg-T1_S5_N3,-2469,1114,Street Edge,No Zone,None,None,0,850,Free_N850,-2469,1134,20
zone1,gulberg-T1,5,gulberg-T1 - Street 5,4,zone1_gulberg-T1_S5_N4,-2447,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,3,zone1_gulberg-T1_S5_N3,-2469,1114,22
zone1,gulberg-T1,5,gulberg-T1 - Street 5,4,zone1_gulberg-T1_S5_N4,-2447,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,5,zone1_gulberg-T1_S5_N5,-2425,1114,22
zone1,gulberg-T1,5,gulberg-T1 - Street 5,4,zone1_gulberg-T1_S5_N4,-2447,1114,Street Edge,No Zone,None,None,0,851,Free_N851,-2447,1134,20
zone1,gulberg-T1,5,gulberg-T1 - Street 5,5,zone1_gulberg-T1_S5_N5,-2425,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,4,zone1_gulberg-T1_S5_N4,-2447,1114,22
zone1,gulberg-T1,5,gulberg-T1 - Street 5,5,zone1_gulberg-T1_S5_N5,-2425,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,6,zone1_gulberg-T1_S5_N6,-2402,1114,23
zone1,gulberg-T1,5,gulberg-T1 - Street 5,5,zone1_gulberg-T1_S5_N5,-2425,1114,Street Edge,No Zone,None,None,0,852,Free_N852,-2425,1134,20
zone1,gulberg-T1,5,gulberg-T1 - Street 5,6,zone1_gulberg-T1_S5_N6,-2402,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,5,zone1_gulberg-T1_S5_N5,-2425,1114,23
zone1,gulberg-T1,5,gulberg-T1 - Street 5,6,zone1_gulberg-T1_S5_N6,-2402,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,7,zone1_gulberg-T1_S5_N7,-2380,1114,22
zone1,gulberg-T1,5,gulberg-T1 - Street 5,6,zone1_gulberg-T1_S5_N6,-2402,1114,Street Edge,No Zone,None,None,0,853,Free_N853,-2402,1134,20
zone1,gulberg-T1,5,gulberg-T1 - Street 5,7,zone1_gulberg-T1_S5_N7,-2380,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,6,zone1_gulberg-T1_S5_N6,-2402,1114,22
zone1,gulberg-T1,5,gulberg-T1 - Street 5,7,zone1_gulberg-T1_S5_N7,-2380,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,8,zone1_gulberg-T1_S5_N8,-2358,1114,22
zone1,gulberg-T1,5,gulberg-T1 - Street 5,7,zone1_gulberg-T1_S5_N7,-2380,1114,Street Edge,No Zone,None,None,0,854,Free_N854,-2380,1134,20
zone1,gulberg-T1,5,gulberg-T1 - Street 5,8,zone1_gulberg-T1_S5_N8,-2358,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,7,zone1_gulberg-T1_S5_N7,-2380,1114,22
zone1,gulberg-T1,5,gulberg-T1 - Street 5,8,zone1_gulberg-T1_S5_N8,-2358,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,9,zone1_gulberg-T1_S5_N9,-2336,1114,22
zone1,gulberg-T1,5,gulberg-T1 - Street 5,8,zone1_gulberg-T1_S5_N8,-2358,1114,Street Edge,No Zone,None,None,0,855,Free_N855,-2358,1134,20
zone1,gulberg-T1,5,gulberg-T1 - Street 5,9,zone1_gulberg-T1_S5_N9,-2336,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,8,zone1_gulberg-T1_S5_N8,-2358,1114,22
zone1,gulberg-T1,5,gulberg-T1 - Street 5,9,zone1_gulberg-T1_S5_N9,-2336,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,10,zone1_gulberg-T1_S5_N10,-2314,1114,22
zone1,gulberg-T1,5,gulberg-T1 - Street 5,9,zone1_gulberg-T1_S5_N9,-2336,1114,Street Edge,No Zone,None,None,0,856,Free_N856,-2336,1134,20
zone1,gulberg-T1,5,gulberg-T1 - Street 5,10,zone1_gulberg-T1_S5_N10,-2314,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,9,zone1_gulberg-T1_S5_N9,-2336,1114,22
zone1,gulberg-T1,5,gulberg-T1 - Street 5,10,zone1_gulberg-T1_S5_N10,-2314,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 4,4,10,zone1_gulberg-T1_S4_N10,-2314,1154,40
zone1,gulberg-T1,5,gulberg-T1 - Street 5,10,zone1_gulberg-T1_S5_N10,-2314,1114,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,10,zone1_gulberg-T1_S6_N10,-2314,1074,40
zone1,gulberg-T1,5,gulberg-T1 - Street 5,10,zone1_gulberg-T1_S5_N10,-2314,1114,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 5,5,1,zone1_gulberg-T2_S5_N1,-2214,1114,100
zone1,gulberg-T1,6,gulberg-T1 - Street 6,1,zone1_gulberg-T1_S6_N1,-2514,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,2,zone1_gulberg-T1_S6_N2,-2491,1074,23
zone1,gulberg-T1,6,gulberg-T1 - Street 6,1,zone1_gulberg-T1_S6_N1,-2514,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,1,zone1_gulberg-T1_S5_N1,-2514,1114,40
zone1,gulberg-T1,6,gulberg-T1 - Street 6,1,zone1_gulberg-T1_S6_N1,-2514,1074,Street Edge,zone1,gulberg-M1,gulberg-M1 - Street 1,1,1,zone1_gulberg-M1_S1_N1,-2464,934,149
zone1,gulberg-T1,6,gulberg-T1 - Street 6,2,zone1_gulberg-T1_S6_N2,-2491,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,1,zone1_gulberg-T1_S6_N1,-2514,1074,23
zone1,gulberg-T1,6,gulberg-T1 - Street 6,2,zone1_gulberg-T1_S6_N2,-2491,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,3,zone1_gulberg-T1_S6_N3,-2469,1074,22
zone1,gulberg-T1,6,gulberg-T1 - Street 6,2,zone1_gulberg-T1_S6_N2,-2491,1074,Street Edge,No Zone,None,None,0,857,Free_N857,-2491,1094,20
zone1,gulberg-T1,6,gulberg-T1 - Street 6,3,zone1_gulberg-T1_S6_N3,-2469,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,2,zone1_gulberg-T1_S6_N2,-2491,1074,22
zone1,gulberg-T1,6,gulberg-T1 - Street 6,3,zone1_gulberg-T1_S6_N3,-2469,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,4,zone1_gulberg-T1_S6_N4,-2447,1074,22
zone1,gulberg-T1,6,gulberg-T1 - Street 6,3,zone1_gulberg-T1_S6_N3,-2469,1074,Street Edge,No Zone,None,None,0,858,Free_N858,-2469,1094,20
zone1,gulberg-T1,6,gulberg-T1 - Street 6,4,zone1_gulberg-T1_S6_N4,-2447,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,3,zone1_gulberg-T1_S6_N3,-2469,1074,22
zone1,gulberg-T1,6,gulberg-T1 - Street 6,4,zone1_gulberg-T1_S6_N4,-2447,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,5,zone1_gulberg-T1_S6_N5,-2425,1074,22
zone1,gulberg-T1,6,gulberg-T1 - Street 6,4,zone1_gulberg-T1_S6_N4,-2447,1074,Street Edge,No Zone,None,None,0,859,Free_N859,-2447,1094,20
zone1,gulberg-T1,6,gulberg-T1 - Street 6,5,zone1_gulberg-T1_S6_N5,-2425,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,4,zone1_gulberg-T1_S6_N4,-2447,1074,22
zone1,gulberg-T1,6,gulberg-T1 - Street 6,5,zone1_gulberg-T1_S6_N5,-2425,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,6,zone1_gulberg-T1_S6_N6,-2402,1074,23
zone1,gulberg-T1,6,gulberg-T1 - Street 6,5,zone1_gulberg-T1_S6_N5,-2425,1074,Street Edge,No Zone,None,None,0,860,Free_N860,-2425,1094,20
zone1,gulberg-T1,6,gulberg-T1 - Street 6,6,zone1_gulberg-T1_S6_N6,-2402,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,5,zone1_gulberg-T1_S6_N5,-2425,1074,23
zone1,gulberg-T1,6,gulberg-T1 - Street 6,6,zone1_gulberg-T1_S6_N6,-2402,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,7,zone1_gulberg-T1_S6_N7,-2380,1074,22
zone1,gulberg-T1,6,gulberg-T1 - Street 6,6,zone1_gulberg-T1_S6_N6,-2402,1074,Street Edge,No Zone,None,None,0,861,Free_N861,-2402,1094,20
zone1,gulberg-T1,6,gulberg-T1 - Street 6,7,zone1_gulberg-T1_S6_N7,-2380,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,6,zone1_gulberg-T1_S6_N6,-2402,1074,22
zone1,gulberg-T1,6,gulberg-T1 - Street 6,7,zone1_gulberg-T1_S6_N7,-2380,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,8,zone1_gulberg-T1_S6_N8,-2358,1074,22
zone1,gulberg-T1,6,gulberg-T1 - Street 6,7,zone1_gulberg-T1_S6_N7,-2380,1074,Street Edge,No Zone,None,None,0,862,Free_N862,-2380,1094,20
zone1,gulberg-T1,6,gulberg-T1 - Street 6,8,zone1_gulberg-T1_S6_N8,-2358,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,7,zone1_gulberg-T1_S6_N7,-2380,1074,22
zone1,gulberg-T1,6,gulberg-T1 - Street 6,8,zone1_gulberg-T1_S6_N8,-2358,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,9,zone1_gulberg-T1_S6_N9,-2336,1074,22
zone1,gulberg-T1,6,gulberg-T1 - Street 6,8,zone1_gulberg-T1_S6_N8,-2358,1074,Street Edge,No Zone,None,None,0,863,Free_N863,-2358,1094,20
zone1,gulberg-T1,6,gulberg-T1 - Street 6,9,zone1_gulberg-T1_S6_N9,-2336,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,8,zone1_gulberg-T1_S6_N8,-2358,1074,22
zone1,gulberg-T1,6,gulberg-T1 - Street 6,9,zone1_gulberg-T1_S6_N9,-2336,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,10,zone1_gulberg-T1_S6_N10,-2314,1074,22
zone1,gulberg-T1,6,gulberg-T1 - Street 6,9,zone1_gulberg-T1_S6_N9,-2336,1074,Street Edge,No Zone,None,None,0,864,Free_N864,-2336,1094,20
zone1,gulberg-T1,6,gulberg-T1 - Street 6,10,zone1_gulberg-T1_S6_N10,-2314,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 6,6,9,zone1_gulberg-T1_S6_N9,-2336,1074,22
zone1,gulberg-T1,6,gulberg-T1 - Street 6,10,zone1_gulberg-T1_S6_N10,-2314,1074,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 5,5,10,zone1_gulberg-T1_S5_N10,-2314,1114,40
zone1,gulberg-T1,6,gulberg-T1 - Street 6,10,zone1_gulberg-T1_S6_N10,-2314,1074,Street Edge,zone1,gulberg-M1,gulberg-M1 - Street 1,1,10,zone1_gulberg-M1_S1_N10,-2264,934,149
zone1,gulberg-T1,6,gulberg-T1 - Street 6,10,zone1_gulberg-T1_S6_N10,-2314,1074,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 6,6,1,zone1_gulberg-T2_S6_N1,-2214,1074,100
zone1,gulberg-T2,1,gulberg-T2 - Street 1,1,zone1_gulberg-T2_S1_N1,-2214,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,2,zone1_gulberg-T2_S1_N2,-2191,1274,23
zone1,gulberg-T2,1,gulberg-T2 - Street 1,1,zone1_gulberg-T2_S1_N1,-2214,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,1,zone1_gulberg-T2_S2_N1,-2214,1234,40
zone1,gulberg-T2,1,gulberg-T2 - Street 1,1,zone1_gulberg-T2_S1_N1,-2214,1274,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 1,1,10,zone1_gulberg-T1_S1_N10,-2314,1274,100
zone1,gulberg-T2,1,gulberg-T2 - Street 1,2,zone1_gulberg-T2_S1_N2,-2191,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,1,zone1_gulberg-T2_S1_N1,-2214,1274,23
zone1,gulberg-T2,1,gulberg-T2 - Street 1,2,zone1_gulberg-T2_S1_N2,-2191,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,3,zone1_gulberg-T2_S1_N3,-2169,1274,22
zone1,gulberg-T2,1,gulberg-T2 - Street 1,2,zone1_gulberg-T2_S1_N2,-2191,1274,Street Edge,No Zone,None,None,0,925,Free_N925,-2191,1294,20
zone1,gulberg-T2,1,gulberg-T2 - Street 1,3,zone1_gulberg-T2_S1_N3,-2169,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,2,zone1_gulberg-T2_S1_N2,-2191,1274,22
zone1,gulberg-T2,1,gulberg-T2 - Street 1,3,zone1_gulberg-T2_S1_N3,-2169,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,4,zone1_gulberg-T2_S1_N4,-2147,1274,22
zone1,gulberg-T2,1,gulberg-T2 - Street 1,3,zone1_gulberg-T2_S1_N3,-2169,1274,Street Edge,No Zone,None,None,0,926,Free_N926,-2169,1294,20
zone1,gulberg-T2,1,gulberg-T2 - Street 1,4,zone1_gulberg-T2_S1_N4,-2147,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,3,zone1_gulberg-T2_S1_N3,-2169,1274,22
zone1,gulberg-T2,1,gulberg-T2 - Street 1,4,zone1_gulberg-T2_S1_N4,-2147,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,5,zone1_gulberg-T2_S1_N5,-2125,1274,22
zone1,gulberg-T2,1,gulberg-T2 - Street 1,4,zone1_gulberg-T2_S1_N4,-2147,1274,Street Edge,No Zone,None,None,0,927,Free_N927,-2147,1294,20
zone1,gulberg-T2,1,gulberg-T2 - Street 1,5,zone1_gulberg-T2_S1_N5,-2125,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,4,zone1_gulberg-T2_S1_N4,-2147,1274,22
zone1,gulberg-T2,1,gulberg-T2 - Street 1,5,zone1_gulberg-T2_S1_N5,-2125,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,6,zone1_gulberg-T2_S1_N6,-2102,1274,23
zone1,gulberg-T2,1,gulberg-T2 - Street 1,5,zone1_gulberg-T2_S1_N5,-2125,1274,Street Edge,No Zone,None,None,0,928,Free_N928,-2125,1294,20
zone1,gulberg-T2,1,gulberg-T2 - Street 1,6,zone1_gulberg-T2_S1_N6,-2102,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,5,zone1_gulberg-T2_S1_N5,-2125,1274,23
zone1,gulberg-T2,1,gulberg-T2 - Street 1,6,zone1_gulberg-T2_S1_N6,-2102,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,7,zone1_gulberg-T2_S1_N7,-2080,1274,22
zone1,gulberg-T2,1,gulberg-T2 - Street 1,6,zone1_gulberg-T2_S1_N6,-2102,1274,Street Edge,No Zone,None,None,0,929,Free_N929,-2102,1294,20
zone1,gulberg-T2,1,gulberg-T2 - Street 1,7,zone1_gulberg-T2_S1_N7,-2080,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,6,zone1_gulberg-T2_S1_N6,-2102,1274,22
zone1,gulberg-T2,1,gulberg-T2 - Street 1,7,zone1_gulberg-T2_S1_N7,-2080,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,8,zone1_gulberg-T2_S1_N8,-2058,1274,22
zone1,gulberg-T2,1,gulberg-T2 - Street 1,7,zone1_gulberg-T2_S1_N7,-2080,1274,Street Edge,No Zone,None,None,0,930,Free_N930,-2080,1294,20
zone1,gulberg-T2,1,gulberg-T2 - Street 1,8,zone1_gulberg-T2_S1_N8,-2058,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,7,zone1_gulberg-T2_S1_N7,-2080,1274,22
zone1,gulberg-T2,1,gulberg-T2 - Street 1,8,zone1_gulberg-T2_S1_N8,-2058,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,9,zone1_gulberg-T2_S1_N9,-2036,1274,22
zone1,gulberg-T2,1,gulberg-T2 - Street 1,8,zone1_gulberg-T2_S1_N8,-2058,1274,Street Edge,No Zone,None,None,0,931,Free_N931,-2058,1294,20
zone1,gulberg-T2,1,gulberg-T2 - Street 1,9,zone1_gulberg-T2_S1_N9,-2036,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,8,zone1_gulberg-T2_S1_N8,-2058,1274,22
zone1,gulberg-T2,1,gulberg-T2 - Street 1,9,zone1_gulberg-T2_S1_N9,-2036,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,10,zone1_gulberg-T2_S1_N10,-2014,1274,22
zone1,gulberg-T2,1,gulberg-T2 - Street 1,9,zone1_gulberg-T2_S1_N9,-2036,1274,Street Edge,No Zone,None,None,0,932,Free_N932,-2036,1294,20
zone1,gulberg-T2,1,gulberg-T2 - Street 1,10,zone1_gulberg-T2_S1_N10,-2014,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,9,zone1_gulberg-T2_S1_N9,-2036,1274,22
zone1,gulberg-T2,1,gulberg-T2 - Street 1,10,zone1_gulberg-T2_S1_N10,-2014,1274,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,10,zone1_gulberg-T2_S2_N10,-2014,1234,40
zone1,gulberg-T2,1,gulberg-T2 - Street 1,10,zone1_gulberg-T2_S1_N10,-2014,1274,Street Edge,zone1,gulberg-T3,gulberg-T3 - Street 1,1,1,zone1_gulberg-T3_S1_N1,-1914,1274,100
zone1,gulberg-T2,2,gulberg-T2 - Street 2,1,zone1_gulberg-T2_S2_N1,-2214,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,2,zone1_gulberg-T2_S2_N2,-2191,1234,23
zone1,gulberg-T2,2,gulberg-T2 - Street 2,1,zone1_gulberg-T2_S2_N1,-2214,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,1,zone1_gulberg-T2_S1_N1,-2214,1274,40
zone1,gulberg-T2,2,gulberg-T2 - Street 2,1,zone1_gulberg-T2_S2_N1,-2214,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 3,3,1,zone1_gulberg-T2_S3_N1,-2214,1194,40
zone1,gulberg-T2,2,gulberg-T2 - Street 2,1,zone1_gulberg-T2_S2_N1,-2214,1234,Street Edge,zone1,gulberg-T1,gulberg-T1 - Street 2,2,10,zone1_gulberg-T1_S2_N10,-2314,1234,100
zone1,gulberg-T2,2,gulberg-T2 - Street 2,2,zone1_gulberg-T2_S2_N2,-2191,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,1,zone1_gulberg-T2_S2_N1,-2214,1234,23
zone1,gulberg-T2,2,gulberg-T2 - Street 2,2,zone1_gulberg-T2_S2_N2,-2191,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,3,zone1_gulberg-T2_S2_N3,-2169,1234,22
zone1,gulberg-T2,2,gulberg-T2 - Street 2,2,zone1_gulberg-T2_S2_N2,-2191,1234,Street Edge,No Zone,None,None,0,933,Free_N933,-2191,1254,20
zone1,gulberg-T2,2,gulberg-T2 - Street 2,3,zone1_gulberg-T2_S2_N3,-2169,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,2,zone1_gulberg-T2_S2_N2,-2191,1234,22
zone1,gulberg-T2,2,gulberg-T2 - Street 2,3,zone1_gulberg-T2_S2_N3,-2169,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,4,zone1_gulberg-T2_S2_N4,-2147,1234,22
zone1,gulberg-T2,2,gulberg-T2 - Street 2,3,zone1_gulberg-T2_S2_N3,-2169,1234,Street Edge,No Zone,None,None,0,934,Free_N934,-2169,1254,20
zone1,gulberg-T2,2,gulberg-T2 - Street 2,4,zone1_gulberg-T2_S2_N4,-2147,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,3,zone1_gulberg-T2_S2_N3,-2169,1234,22
zone1,gulberg-T2,2,gulberg-T2 - Street 2,4,zone1_gulberg-T2_S2_N4,-2147,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,5,zone1_gulberg-T2_S2_N5,-2125,1234,22
zone1,gulberg-T2,2,gulberg-T2 - Street 2,4,zone1_gulberg-T2_S2_N4,-2147,1234,Street Edge,No Zone,None,None,0,935,Free_N935,-2147,1254,20
zone1,gulberg-T2,2,gulberg-T2 - Street 2,5,zone1_gulberg-T2_S2_N5,-2125,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,4,zone1_gulberg-T2_S2_N4,-2147,1234,22
zone1,gulberg-T2,2,gulberg-T2 - Street 2,5,zone1_gulberg-T2_S2_N5,-2125,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,6,zone1_gulberg-T2_S2_N6,-2102,1234,23
zone1,gulberg-T2,2,gulberg-T2 - Street 2,5,zone1_gulberg-T2_S2_N5,-2125,1234,Street Edge,No Zone,None,None,0,936,Free_N936,-2125,1254,20
zone1,gulberg-T2,2,gulberg-T2 - Street 2,6,zone1_gulberg-T2_S2_N6,-2102,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,5,zone1_gulberg-T2_S2_N5,-2125,1234,23
zone1,gulberg-T2,2,gulberg-T2 - Street 2,6,zone1_gulberg-T2_S2_N6,-2102,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,7,zone1_gulberg-T2_S2_N7,-2080,1234,22
zone1,gulberg-T2,2,gulberg-T2 - Street 2,6,zone1_gulberg-T2_S2_N6,-2102,1234,Street Edge,No Zone,None,None,0,937,Free_N937,-2102,1254,20
zone1,gulberg-T2,2,gulberg-T2 - Street 2,7,zone1_gulberg-T2_S2_N7,-2080,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,6,zone1_gulberg-T2_S2_N6,-2102,1234,22
zone1,gulberg-T2,2,gulberg-T2 - Street 2,7,zone1_gulberg-T2_S2_N7,-2080,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,8,zone1_gulberg-T2_S2_N8,-2058,1234,22
zone1,gulberg-T2,2,gulberg-T2 - Street 2,7,zone1_gulberg-T2_S2_N7,-2080,1234,Street Edge,No Zone,None,None,0,938,Free_N938,-2080,1254,20
zone1,gulberg-T2,2,gulberg-T2 - Street 2,8,zone1_gulberg-T2_S2_N8,-2058,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,7,zone1_gulberg-T2_S2_N7,-2080,1234,22
zone1,gulberg-T2,2,gulberg-T2 - Street 2,8,zone1_gulberg-T2_S2_N8,-2058,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,9,zone1_gulberg-T2_S2_N9,-2036,1234,22
zone1,gulberg-T2,2,gulberg-T2 - Street 2,8,zone1_gulberg-T2_S2_N8,-2058,1234,Street Edge,No Zone,None,None,0,939,Free_N939,-2058,1254,20
zone1,gulberg-T2,2,gulberg-T2 - Street 2,9,zone1_gulberg-T2_S2_N9,-2036,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,8,zone1_gulberg-T2_S2_N8,-2058,1234,22
zone1,gulberg-T2,2,gulberg-T2 - Street 2,9,zone1_gulberg-T2_S2_N9,-2036,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,10,zone1_gulberg-T2_S2_N10,-2014,1234,22
zone1,gulberg-T2,2,gulberg-T2 - Street 2,9,zone1_gulberg-T2_S2_N9,-2036,1234,Street Edge,No Zone,None,None,0,940,Free_N940,-2036,1254,20
zone1,gulberg-T2,2,gulberg-T2 - Street 2,10,zone1_gulberg-T2_S2_N10,-2014,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,9,zone1_gulberg-T2_S2_N9,-2036,1234,22
zone1,gulberg-T2,2,gulberg-T2 - Street 2,10,zone1_gulberg-T2_S2_N10,-2014,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 1,1,10,zone1_gulberg-T2_S1_N10,-2014,1274,40
zone1,gulberg-T2,2,gulberg-T2 - Street 2,10,zone1_gulberg-T2_S2_N10,-2014,1234,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 3,3,10,zone1_gulberg-T2_S3_N10,-2014,1194,40
zone1,gulberg-T2,2,gulberg-T2 - Street 2,10,zone1_gulberg-T2_S2_N10,-2014,1234,Street Edge,zone1,gulberg-T3,gulberg-T3 - Street 2,2,1,zone1_gulberg-T3_S2_N1,-1914,1234,100
zone1,gulberg-T2,3,gulberg-T2 - Street 3,1,zone1_gulberg-T2_S3_N1,-2214,1194,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 3,3,2,zone1_gulberg-T2_S3_N2,-2191,1194,23
zone1,gulberg-T2,3,gulberg-T2 - Street 3,1,zone1_gulberg-T2_S3_N1,-2214,1194,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 2,2,1,zone1_gulberg-T2_S2_N1,-2214,1234,40
zone1,gulberg-T2,3,gulberg-T2 - Street 3,1,zone1_gulberg-T2_S3_N1,-2214,1194,Street Edge,zone1,gulberg-T2,gulberg-T2 - Street 4,4,1,zone1_gulberg-T2_S4_N1,-2214,1154,40
